0.372521,0.369552,0.238959,-0.0653948
0.27882,0.150993,0.00150698,-0.0741062
0.336438,0.255037,0.136616,0.0542738
0.225118,0.23467,0.0702914,-0.121158
0.505096,0.360045,0.11933,0.137515
0.320562,0.385564,0.129563,0.124845
0.39374,0.477839,0.200194,0.0493921
0.554218,0.488802,0.0324008,0.0426188
0.134622,0.490391,-0.00681229,0.00582465
0.193807,0.426909,-0.416015,0.00142474
-0.0276235,0.511646,-0.147406,0.559816
0.540957,0.508459,0.156034,0.434258
0.0535311,0.555549,0.0147487,0.165242
0.158428,0.247429,-0.353222,0.379293
0.0455625,0.130343,-0.12874,0.587735
0.310208,0.474582,0.0200717,0.30687
0.208913,0.271189,0.0396012,0.420897
0.200263,0.732792,-1.14551,0.873003
0.216588,0.295257,0.000658685,0.289158
0.561488,0.277469,0.244494,0.0777429
0.214431,-0.00234219,-0.0924242,0.267757
0.229535,-0.138939,0.217377,0.555305
0.242807,0.292292,0.000149098,0.223572
-0.157929,0.480069,-0.256612,-0.222102
-0.126434,0.570536,-0.0457337,0.241531
0.626189,1.15074,-0.0390789,0.0631207
0.400683,0.679279,0.146131,0.0530263
0.279127,0.467798,-0.417355,-0.460169
0.242443,0.248421,0.196902,0.164616
0.24223,0.298253,-0.00412575,0.0133913
0.197441,0.401381,0.130783,0.176263
0.325369,0.193381,-0.0213807,0.03621
0.465052,0.207409,-0.0503112,-0.136885
0.582718,-0.102103,-0.673761,0.153821
