0.804399,0.717148,0.342738,0.65757
0.0937608,0.672742,0.676631,0.427884
-0.4511,0.55106,0.936279,0.36213
-0.688338,0.724907,0.85453,0.260348
0.268339,0.863219,1.04752,-0.213229
-0.25337,1.0758,0.513486,0.264286
0.411392,0.893678,0.410102,0.105648
0.179553,0.71528,0.257392,-0.190927
-0.315118,1.07826,0.550489,0.26202
-0.228691,0.54161,0.581604,0.216755
0.551617,0.640339,0.869601,0.497464
0.205145,1.13397,0.910681,-0.510885
-0.188327,0.819804,0.834787,0.507613
-0.149699,-0.0343115,0.905099,-0.19654
-0.285113,0.216711,0.637803,0.382184
-0.268673,0.661727,0.57468,0.273657
0.564839,1.44971,0.372104,0.0761185
0.0638249,1.07621,0.649536,0.326185
-0.331954,1.21153,1.14608,0.749175
-0.608555,1.01894,0.306353,0.151681
0.260784,0.811509,0.546458,-0.130371
0.157462,1.17526,0.813975,1.07494
0.385919,1.17355,1.08573,-0.351698
0.126282,1.10794,1.01015,-0.0329549
0.220891,1.05726,0.94155,0.574342
-0.00172995,0.200376,0.820897,-0.321704
-0.0517604,1.24562,0.949609,0.747628
0.206793,0.740333,0.501768,-0.0677989
-0.0596252,0.768135,0.378666,-0.077376
0.343773,1.23173,0.844055,-0.0755108
-0.151112,0.857478,0.689599,0.860704
0.187514,0.787158,0.276255,0.00392761
0.339708,0.549604,1.26395,-0.00480757
1.43197,0.842205,0.894435,0.437135
0.241839,1.05301,0.099258,-0.241214
0.573137,0.941047,0.465137,0.944844
-0.490866,-0.27449,2.32021,-0.226449
0.840061,0.826616,1.1261,-0.839977
