0.27165,-0.304969,-0.596353,1.06742
-0.123473,-0.07967,-0.733789,0.741416
0.564683,-0.0497068,-0.261307,0.951877
-0.0937652,0.0494658,-0.222616,0.757562
0.268873,0.282985,-0.0872426,0.596048
0.638656,0.0809107,0.032006,0.418195
0.43634,0.0906034,-0.0981287,0.223883
-0.231853,0.620512,-0.20847,0.515229
-0.0448246,-0.775631,-0.57089,0.319325
0.525404,0.333368,-0.449335,0.876807
0.204326,-0.758765,0.404003,1.01902
-0.363148,0.255966,-0.224044,0.663801
0.167976,-0.74502,-0.152648,0.48804
0.238236,0.485118,-0.348927,1.11226
0.0154055,0.247751,-0.390562,0.729591
0.376969,0.365086,-0.244746,0.0353786
-0.159992,0.547601,-0.728489,0.159448
0.0993713,-0.02189,-0.0762879,0.32831
0.113898,-0.131688,0.238028,0.427515
0.794743,0.438935,-0.164416,0.488369
0.117946,0.536557,-0.536212,0.625311
0.205786,-0.225465,0.048287,0.218097
0.0898687,0.0537863,0.110836,0.166744
0.151026,0.40275,-0.675924,0.111741
0.377177,0.116416,0.304636,0.616808
-0.37919,0.293316,-0.297018,0.486543
