-0.629971,4.36217,6.62859,-3.73518
-0.334922,0.510098,-0.00109265,0.785634
-7.81579,6.92323,-6.38727,17.7981
8.71123,-5.89498,7.28241,-16.9988
-0.193745,0.588105,0.719647,0.149915
0.528411,-0.00840826,-0.170828,0.0172007
-0.0388965,0.722906,0.133534,0.264527
0.314436,-0.00260545,0.063713,0.0290503
0.516371,0.336745,0.337559,-0.320065
0.245411,0.427314,0.0854202,-0.00570123
0.0620531,0.505623,0.296449,0.956864
0.238107,0.600541,-0.0878505,0.397568
0.466979,-0.141271,0.0785888,-0.338768
-1.11209,-0.910249,-0.203455,0.650458
0.580543,-3.82128,-5.76392,4.36076
