-0.281491,3.28889,4.68545,-2.67178
0.565934,0.454059,0.316086,-0.299766
-5.30995,4.95754,-4.26763,12.0861
5.94894,-3.7739,5.04479,-11.6177
0.349499,0.470001,0.0309363,0.140237
0.263141,0.299222,-0.0175443,0.121289
0.274538,0.470106,0.400072,-0.0120485
0.225153,0.824303,0.302517,0.171271
0.183167,0.344559,0.132245,0.243811
0.273115,0.375885,0.211921,0.124943
0.174166,0.455014,0.264278,0.578489
0.247731,0.514631,0.392133,0.0115252
0.315992,0.306474,0.0500958,0.120345
-0.835626,-0.452899,0.0288919,0.468005
0.575703,-2.52814,-4.13173,3.09506
