0.809577,0.661721,0.330785,0.649449
0.108436,0.609386,0.661093,0.499258
-0.422852,0.56429,0.949817,0.327617
-0.675138,0.769004,0.885447,0.277814
0.320961,0.902306,1.06945,-0.252173
-0.295694,1.07903,0.500432,0.241586
0.375604,0.886815,0.397604,0.148723
0.138902,0.771724,0.176357,-0.229499
-0.302273,1.08375,0.59588,0.296464
-0.184222,0.600689,0.632213,0.220792
0.546735,0.662112,0.912818,0.507911
0.187376,1.19312,0.958087,-0.551389
-0.21583,0.800504,0.922059,0.478962
-0.17363,-0.101873,0.971048,-0.237237
-0.366096,0.184977,0.660751,0.443094
-0.248532,0.749411,0.546539,0.320722
0.539895,1.45674,0.434014,0.0811521
0.070797,1.18225,0.671986,0.324475
-0.369455,1.30247,1.25236,0.797728
-0.650868,1.04921,0.360897,0.153073
0.344598,0.795696,0.62647,-0.143027
0.149065,1.25993,0.924744,1.21086
0.404802,1.26918,1.2065,-0.397741
0.108131,1.15648,1.13669,-0.0632732
0.22761,1.14456,1.04051,0.631391
-0.0280226,0.186823,0.911642,-0.392335
-0.088957,1.38294,1.0553,0.789798
0.188064,0.791515,0.537345,-0.184095
-0.149137,0.819995,0.36989,-0.047458
0.331833,1.3708,0.971769,-0.131666
-0.240211,0.956779,0.789165,0.973474
0.0934898,0.914434,0.225338,-0.0337316
0.312589,0.596331,1.30643,-0.0408568
1.4527,0.824176,0.891598,0.449741
0.235585,1.21371,0.110438,-0.346743
0.557235,1.04979,0.557651,1.05585
-0.537298,-0.303442,2.39247,-0.216977
0.821944,0.846954,1.17483,-0.913387
0.303985,0.687109,0.335843,-0.514458
0.138869,0.453474,0.37481,0.171112
